Authors,Author full names,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords
"T., Alves, Thiago; R.S., Gonçalves, Rogério Sales; C., Giuseppe, Carbone","Alves, Thiago (57216673501); Gonçalves, Rogério Sales (57208894028); Giuseppe, Carbone (7005370456)",57216673501; 57208894028; 7005370456,Quantitative Progress Evaluation of Post-stroke Patients Using a Novel Bimanual Cable-driven Robot,2021,Journal of Bionic Engineering,10.1007/s42235-021-00102-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120325081&doi=10.1007%2Fs42235-021-00102-y&partnerID=40&md5=39f915eee6ea80c08d513b5b0745345d,"Rehabilitation is the most effective way to reduce motor impairments in post-stroke patients. This process demands several hours with a specialized therapist. Given resources and personnel shortages, the literature reports a high interest in robotic assisted rehabilitation solutions. Recently, cable-driven robotic architectures are attracting significant research interest for post-stroke rehabilitation. However, the existing cable-driven robots are mostly unilateral devices allowing the rehabilitation only of the most affected limb. This leaves unaddressed the rehabilitation of bimanual activities, which are predominant within the common Activities of Daily Living (ADL). Thus, this paper presents a specific novel design to achieve bimanual rehabilitation tasks that has been named as BiCAR robot. Specifically, this paper provides a full insight on the BiCAR system as well as on its dedicated developed software BiEval. In particular, BiEval software has been developed as based on a serious game strategy and a virtual reality environment to track the patient exercising duration, motion ranges, speeds, and forces over time for achieving a quantitative assessment of the rehabilitation progress. Finally, the paper presents the BiCAR/BiEval capabilities by referring to a pilot Randomized Controlled Trial (RCT). The clinical trials have been used to validate the BiCAR/BiEval in terms of engineering feasibility and user acceptance to achieve an innovative cost-oriented integrated hardware/software device for the bimanual assistive rehabilitation of post-stroke patients. © 2021 Elsevier B.V., All rights reserved.",Bimanual; Cable-driven Robots; Low Cost; Progress Tracking; Serious Games; Stroke Rehabilitation; Cables; Cost Engineering; Machine Design; Neuromuscular Rehabilitation; Robotics; Robots; Serious Games; Virtual Reality; Bimanual; Cable Driven Robots; Cable-driven; Low-costs; Motor Impairments; Post Stroke Patients; Progress Tracking; Research Interests; Robotics Architecture; Stroke Rehabilitation; Costs,Cables; Cost engineering; Machine design; Neuromuscular rehabilitation; Robotics; Robots; Serious games; Virtual reality; Bimanual; Cable driven robots; Cable-driven; Low-costs; Motor impairments; Post stroke patients; Progress tracking; Research interests; Robotics architecture; Stroke rehabilitation; Costs
"J.J., Martinez, Jesse J.; J.A., Fogarty, James A.; J.E., Froehlich, Jon E.","Martinez, Jesse J. (57343123600); Fogarty, James A. (7004668263); Froehlich, Jon E. (7101665384)",57343123600; 7004668263; 7101665384,A Preliminary Analysis of Android Educational Game Accessibility,2021,,10.1145/3441852.3476532,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119254467&doi=10.1145%2F3441852.3476532&partnerID=40&md5=5c73d283d8593a08a7a0cd097cff80a1,"Android educational games are powerful learning tools but small, moving targets and game implementations pose accessibility challenges to people with upper-body motor impairments. In this poster, we present findings from a qualitative accessibility evaluation of 30 popular Android educational games, identify and reflect on accessibility barriers, and provide preliminary design recommendations. © 2021 Elsevier B.V., All rights reserved.",Accessibility; Android; Educational Games; Accessibility Barriers; Accessibility Evaluation; Android; Educational Game; Learning Tool; Motor Impairments; Preliminary Analysis; Preliminary Design; Small Moving Target; Upper Bodies; Android (operating System),Accessibility barriers; Accessibility evaluation; Android; Educational game; Learning tool; Motor impairments; Preliminary analysis; Preliminary design; Small moving target; Upper bodies; Android (operating system)
"B., Guglietti, Bianca; D.A., Hobbs, David A.; L.E., Collins-Praino, Lyndsey E.","Guglietti, Bianca (57226343280); Hobbs, David A. (12809490100); Collins-Praino, Lyndsey E. (54917169900)",57226343280; 12809490100; 54917169900,Optimizing Cognitive Training for the Treatment of Cognitive Dysfunction in Parkinson’s Disease: Current Limitations and Future Directions,2021,Frontiers in Aging Neuroscience,10.3389/fnagi.2021.709484,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118332054&doi=10.3389%2Ffnagi.2021.709484&partnerID=40&md5=98fcb5119131ba2fb9689776fb13e6cf,"Cognitive dysfunction, primarily involving impairments in executive function, visuospatial function and memory, is one of the most common non-motor symptoms of Parkinson’s disease (PD). Currently, the only pharmacological treatments available for the treatment of cognitive dysfunction in PD provide variable benefit, making the search for potential non-pharmacological therapies to improve cognitive function of significant interest. One such therapeutic strategy may be cognitive training (CT), which involves the repetition of standardized tasks with the aim of improving specific aspects of cognition. Several studies have examined the effects of CT in individuals with PD and have shown benefits in a variety of cognitive domains, but the widespread use of CT in these individuals may be limited by motor impairments and other concerns in study design. Here, we discuss the current state of the literature on the use of CT for PD and propose recommendations for future implementation. We also explore the potential use of more recent integrative, adaptive and assistive technologies, such as virtual reality, which may optimize the delivery of CT in PD. © 2021 Elsevier B.V., All rights reserved.",Dementia; Mild Cognitive Impairment; Multimodal; Neurorehabilitaiton; Non-pharmaceutical; Prevent; Serious Game; Cognitive Defect; Cognitive Training; Game; Human; Mental Performance; Neurorehabilitation; Parkinson Disease; Review; Task Performance; Virtual Reality,cognitive defect; cognitive training; game; human; mental performance; neurorehabilitation; Parkinson disease; Review; task performance; virtual reality
"J.F., Ambros-Antemate, Jorge Fernando; M., del Pilar Beristain-Colorado, María; M.A.D., Vargas-Treviño, Marciano Aurora Diozcora; J.C., Gutierrez-Gutierrez, Jaime C.; P.A., Hernández Cruz, Pedro António; I.B., Gallegos Velasco, Itandehui Belem; A., Moreno-Rodríguez, Adriana","Ambros-Antemate, Jorge Fernando (57224983778); del Pilar Beristain-Colorado, María (57224969537); Vargas-Treviño, Marciano Aurora Diozcora (57203288476); Gutierrez-Gutierrez, Jaime C. (56002650700); Hernández Cruz, Pedro António (57224969966); Gallegos Velasco, Itandehui Belem (6603497416); Moreno-Rodríguez, Adriana (56364545800)",57224983778; 57224969537; 57203288476; 56002650700; 57224969966; 6603497416; 56364545800,Software engineering frameworks used for serious games development in physical rehabilitation: Systematic review,2021,JMIR Serious Games,10.2196/25831,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119271474&doi=10.2196%2F25831&partnerID=40&md5=a59a524ccaf861d156111355488e5616,"Background: Serious games are a support in the rehabilitation process for treating people with physical disabilities. However, many of these serious games are not adapted to the patient’s needs because they are not developed with a software engineering framework with a set of activities, actions, and tasks that must be executed when creating a software product. Better serious games for rehabilitation will be developed if the patient and therapist requirements are identified, the development is planned, and system improvements and feedback are involved. The goal is that the serious game must offer a more attractive environment, while maintaining patient interest in the rehabilitation process. Objective: This paper submits the results of a systematic review of serious games in physical rehabilitation identifying the benefits of using a software engineering framework. Methods: A systematic research was conducted using PubMed, PEDro (Physiotherapy Evidence Database), IEEE Xplore, ScienceDirect, ACM Digital Library, Mary Ann Liebert, Taylor & Francis Online, Wiley Online Library, and Springer databases. The initial search resulted in 701 papers. After assessing the results according to the inclusion criteria, 83 papers were selected for this study. Results: From the 83 papers reviewed, 8 used a software engineering framework for its development. Most of them focused their efforts on 1 or more aspects, such as data acquisition and processing, game levels, motivation, therapist supervision. Conclusions: This systematic review proves that most of the serious games do not use a software engineering framework for their development. As a result, development systems overlook several aspects and do not have a standardized process, eventually omitting important implementation aspects, which impact the patient’s recovery time. © 2021 Elsevier B.V., All rights reserved.",Framework; Methodology; Physical Rehabilitation; Serious Game,
"S., Tresser, Sarit; T., Kuflik, Tsvi; I., Levin, Irina; P.T.L., Weiss, Patrice Tamar L.","Tresser, Sarit (55364024000); Kuflik, Tsvi (6602259371); Levin, Irina (57215212614); Weiss, Patrice Tamar L. (55435137100)",55364024000; 6602259371; 57215212614; 55435137100,Personalized rehabilitation for children with cerebral palsy,2021,User Modeling and User-Adapted Interaction,10.1007/s11257-021-09296-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108090960&doi=10.1007%2Fs11257-021-09296-6&partnerID=40&md5=3d0a8b4f7bea88776c424c68b1ca962f,"Over the years, there has been an ongoing increase in the use of virtual gaming (VG) implemented via a range of technologies for the rehabilitation of children with disabilities including cerebral palsy (CP). While many VG-based devices have been developed over the past decade, many have been tested primarily for post-stroke therapy and included limited adaptation capabilities, not to mention personalization. When adaptation was included, it was not implemented dynamically in real-time but rather used to adjust the game parameters before a session. The goal and novel contribution of this study was to examine the potential of dynamic, within-session adaptation of virtual game parameters to support the rehabilitation of children with CP. The iVG4Rehab (Intelligent therapeutic Virtual Gaming System for Rehabilitation) system was designed and developed in collaboration with a team of clinicians. We aimed to demonstrate and evaluate the potential of a personalized virtual gaming system to support and enhance treatment of children with CP by real-time adaptations of game parameters to the children’s abilities and therapeutic needs. Our results validated the hypothesis that personalized system as a tool that has great potential for upper extremity (UE) therapy for children with CP and contributes to a more comprehensive understanding of their underlying performance, usability and kinematics in this unique context. © 2021 Elsevier B.V., All rights reserved.",Personalized Gaming For Rehabilitation; Personalized Rehabilitation; Personalized Virtual Reality For Rehabilitation; Serious Games For Rehabilitation; Diseases; Children With Cerebral Palsies; Children With Disabilities; Game Parameters; Gaming Systems; Personalizations; Real-time Adaptation; Stroke Therapy; Upper Extremity; Patient Rehabilitation,Diseases; Children with cerebral palsies; Children with disabilities; Game parameters; Gaming systems; Personalizations; Real-time adaptation; Stroke therapy; Upper extremity; Patient rehabilitation
"C., Vieira, Catarina; C., Pais-Vieira, Carla; J., Novais, João; A.V., Perrotta, André V.","Vieira, Catarina (57287463700); Pais-Vieira, Carla (57216220218); Novais, João (57287291300); Perrotta, André V. (55548626100)",57287463700; 57216220218; 57287291300; 55548626100,Serious Game Design and Clinical Improvement in Physical Rehabilitation: Systematic Review,2021,JMIR Serious Games,10.2196/20066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116601180&doi=10.2196%2F20066&partnerID=40&md5=65f54faccf801d99674425bd574bfeab,"Background: Serious video games have now been used and assessed in clinical protocols, with several studies reporting patient improvement and engagement with this type of therapy. Even though some literature reviews have approached this topic from a game perspective and presented a broad overview of the types of video games that have been used in this context, there is still a need to better understand how different game characteristics and development strategies might impact and relate to clinical outcomes. Objective: This review assessed the relationship between the characteristics of serious games (SGs) and their relationship with the clinical outcomes of studies that use this type of therapy in motor impairment rehabilitation of patients with stroke, multiple sclerosis, or cerebral palsy. The purpose was to take a closer look at video game design features described in the literature (game genre [GG], game nature [GN], and game development strategy [GDS]) and assess how they may contribute toward improving health outcomes. Additionally, this review attempted to bring together medical and game development perspectives to facilitate communication between clinicians and game developers, therefore easing the process of choosing the video games to be used for physical rehabilitation. Methods: We analyzed the main features of SG design to obtain significant clinical outcomes when applied to physical rehabilitation of patients recovering from motor impairments resulting from stroke, multiple sclerosis, and cerebral palsy. We implemented a PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) database-Adjusted electronic search strategy for the PubMed, IEEE Xplore, and Cochrane databases. Results: We screened 623 related papers from 2010-2021 and identified 12 that presented results compatible with our inclusion criteria. A total of 512 participants with stroke (8 studies, 417 participants), cerebral palsy (1 study, 8 participants), and multiple sclerosis (2 studies, 46 participants) were included; 1 study targeting the elderly (41 participants) was also included. All studies assessed motor, sensory, and functional functions, while some also measured general health outcomes. Interventions with games were used for upper-limb motor rehabilitation. Of the 12 studies, 8 presented significant improvements in at least one clinical measurement, of which 6 presented games from the casual GG, 1 combined the casual, simulation, and exergaming GGs, and 2 combined the sports and simulation GGs. Conclusions: Of the possible combinations of game design features (GG, GN, and GDS) described, custom-made casual games that resort to the first-person perspective, do not feature a visible player character, are played in single-player mode, and use nonimmersive virtual reality attain the best results in terms of positive clinical outcomes. In addition, the use of custom-made games versus commercial off-The-shelf games tends to give better clinical results, although the latter are perceived as more motivating and engaging. © 2021 Elsevier B.V., All rights reserved.",Cerebral Palsy; Game Characteristics; Game Design; Multiple Sclerosis; Physical Impairment; Physical Rehabilitation; Serious Games; Stroke; Systematic Review,
"L.A., Malone, Laurie A.; G.K., Davlyatov, Ganisher K.; S., Padalabalanarayanan, Sangeetha; M., Thirumalai, Mohanraj","Malone, Laurie A. (7005055454); Davlyatov, Ganisher K. (57191021694); Padalabalanarayanan, Sangeetha (57188709838); Thirumalai, Mohanraj (6506604241)",7005055454; 57191021694; 57188709838; 6506604241,Active Video Gaming Using an Adapted Gaming Mat in Youth and Adults with Physical Disabilities: Observational Study,2021,JMIR Serious Games,10.2196/30672,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114165927&doi=10.2196%2F30672&partnerID=40&md5=12dda36fd07252adcdb02d38448dfc0c,"Background: A common leisure-time activity amongst youth and adults in the United States is video gameplay. Playing video games is typically a sedentary endeavor; however, to encourage an increased level of physical activity in an engaging and enjoyable way, active video gaming has become popular. Unfortunately, the accessibility of gaming controllers is often an issue for persons with disabilities. A commercial off-the-shelf (OTS) gaming mat was adapted to facilitate use by individuals with mobility impairments to address this issue. Objective: Our study aimed to examine energy expenditure, enjoyment, and gameplay experience in youth and adults with mobility impairment during active video gaming using an OTS and adapted versions of a gaming mat. Methods: The study used an observational design. During visit 1, physical function was assessed, and participants were given a familiarization period with the gaming system. For visit 2, based on observation during the physical function tests and discussion with the participant, it was decided whether the participant would play in a standing or seated position. For standing gameplay, the mat was placed on the floor, and for seated play, the mat was placed on a height-adjustable and tilt-adjustable tabletop. Metabolic data were collected during a 20-minute baseline and four 10-minute bouts of Wii Fit Plus gameplay, with 2 bouts on each of the mats (adapted and OTS). During gameplay, the research staff observed and rated participants’ ability to use the game controller (mat) and the quality of gameplay. At the end of each game set, participants reported their rating of perceived exertion on a scale from 0 to 10. During rest, participants completed the physical activity enjoyment scale. Participants also answered additional questions regarding the system's usability with each controller (adapted mat and OTS mat). Statistical analyses were computed using Stata 16 (version 16.1; StataCorp). Linear mixed-effects maximum likelihood regression was performed separately for individuals who could play standing and for those who played seated. Results: A convenience sample of 78 individuals with mobility impairments between the ages of 12 and 60 years (mean 39.6, SD 15.8) participated in the study. Of the sample, 48 participants played the video games in a seated position, while 30 played the games standing. Energy expenditure and heart rate tended to be higher in the OTS mat condition for seated players, while values were similar for both conditions among standing players. However, seated participants reported greater gameplay experience, and both groups exhibited a higher quality of gameplay during the adapted mat condition. Conclusions: Active video gaming using an adapted gaming mat provided an enjoyable exercise activity for individuals with mobility impairments. The use of the adapted controller provides a means by which this population can engage in light to moderate intensity active video gaming, thereby reducing sedentary leisure time. © 2021 Elsevier B.V., All rights reserved.",Dance Mat; Disability; Enjoyment; Exercise; Exergaming; Gaming Mat; Mobility Impairment; Physical Activity; Physical Impairment; Serious Games; Video Games,
"C., Heinrich, Chris; M., Cook, Matthew; T., Langlotz, Tobias; H.T., Regenbrecht, Holger T.","Heinrich, Chris (57200209466); Cook, Matthew (57191490742); Langlotz, Tobias (8250843500); Regenbrecht, Holger T. (6603333462)",57200209466; 57191490742; 8250843500; 6603333462,My hands? Importance of personalised virtual hands in a neurorehabilitation scenario,2021,Virtual Reality,10.1007/s10055-020-00456-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087942940&doi=10.1007%2Fs10055-020-00456-4&partnerID=40&md5=515d6e4b006b12af8373940bdd97a409,"We have developed a novel and affordable way to texture virtual hands from individually taken photographs and integrated the virtual hands into a mixed reality neurorehabilitation system. This mixed reality system allows for serious game play with mirrored and non-mirrored hands, designed for patients with unilateral motor impairments. Before we can ethically have patients use the system, we must show that embodiment can be achieved for healthy users. We compare our approach’s results to previous work in the field and present a study with 48 healthy (non-clinical) participants targeting visual fidelity and self-location. We show that embodiment can be achieved for mirrored and non-mirrored hand representations and that the higher realism of virtual hands achieved by our texturing approach alters perceived embodiment. We further evaluate whether using virtual hands resized to the individual’s hand size affects embodiment. We present a 16-participant study where we could not find a significant difference with personal resized hands. In addition to rehabilitation contexts, our findings have implications for the design and development of applications where embodiment is of high importance, such as surgical training and remote collaboration. © 2021 Elsevier B.V., All rights reserved.",Neurorehabilitation Therapy; Virtual Embodiment; Virtual Hands Reconstruction; Virtual Interaction; Virtual Reality; Neuromuscular Rehabilitation; Serious Games; Textures; Design And Development; Mixed Reality Systems; Motor Impairments; Neurorehabilitation; Remote Collaboration; Surgical Training; Virtual Hand; Visual Fidelity; Mixed Reality,Neuromuscular rehabilitation; Serious games; Textures; Design and Development; Mixed reality systems; Motor impairments; Neurorehabilitation; Remote collaboration; Surgical training; Virtual hand; Visual fidelity; Mixed reality
"A.L., Guinet, Anne Laure; G., Bouyer, Guillaume; S., Otmane, Samir; E., Desailly, Eric","Guinet, Anne Laure (57196327702); Bouyer, Guillaume (55745713300); Otmane, Samir (13808173500); Desailly, Eric (22937237500)",57196327702; 55745713300; 13808173500; 22937237500,Validity of hololens augmented reality head mounted display for measuring gait parameters in healthy adults and children with cerebral palsy,2021,Sensors,10.3390/s21082697,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103813680&doi=10.3390%2Fs21082697&partnerID=40&md5=a3eebc37ab4e78a2706b289232a1ab0e,"Serious games are a promising approach to improve gait rehabilitation for people with gait disorders. Combined with wearable augmented reality headset, serious games for gait rehabilitation in a clinical setting can be envisaged, allowing to evolve in a real environment and provide fun and feedback to enhance patient’s motivation. This requires a method to obtain accurate information on the spatiotemporal gait parameters of the playing patient. To this end, we propose a new algorithm called HoloStep that computes spatiotemporal gait parameters using only the head pose provided by an augmented reality headset (Hololens). It is based on the detection of peaks associated to initial contact event, and uses a combination of locking distance, locking time, peak amplitude detection with custom thresholds for children with CP. The performance of HoloStep was compared during a walking session at comfortable speed to Zeni’s reference algorithm, which is based on kinematics and a full 3D motion capture system. Our study included 62 children with cerebral palsy (CP), classified according to Gross Motor Function Classification System (GMFCS) between levels I and III, and 13 healthy participants (HP). Metrics such as sensitivity, specificity, accuracy and precision for step detection with HoloStep were above 96%. The Intra-Class Coefficient between steps length calculated with HoloStep and the reference was 0.92 (GMFCS I), 0.86 (GMFCS II/III) and 0.78 (HP). HoloStep demonstrated good performance when applied to a wide range of gait patterns, including children with CP using walking aids. Findings provide important insights for future gait intervention using augmented reality games for children with CP. © 2021 Elsevier B.V., All rights reserved.",Augmented Reality; Cerebral Palsy; Concurrent Validity; Spatiotemporal Gait Parameters; Wearable Device; Augmented Reality; Diseases; Gait Analysis; Helmet Mounted Displays; Locks (fasteners); Serious Games; 3d Motion Capture Systems; Accuracy And Precision; Children With Cerebral Palsies; Classification System; Gait Rehabilitation; Head Mounted Displays; Intra-class Coefficient; Reference Algorithm; Patient Rehabilitation; Adult; Biomechanics; Cerebral Palsy; Child; Gait; Human; Walking; Adult; Augmented Reality; Biomechanical Phenomena; Cerebral Palsy; Child; Gait; Humans; Smart Glasses; Walking,Augmented reality; Diseases; Gait analysis; Helmet mounted displays; Locks (fasteners); Serious games; 3D motion capture systems; Accuracy and precision; Children with cerebral palsies; Classification system; Gait rehabilitation; Head mounted displays; Intra-class coefficient; Reference algorithm; Patient rehabilitation; adult; biomechanics; cerebral palsy; child; gait; human; walking; Adult; Augmented Reality; Biomechanical Phenomena; Cerebral Palsy; Child; Gait; Humans; Smart Glasses; Walking
"T.D.D., Silva, Talita Dias Da; P.L.D., Silva, Paula Lumy Da; E.D.J., Valenzuela, Elisa De Jesus; E.D., Dias, Eduardo Dati; A.O., Simcsik, Amanda Orasmo; M.G., de Carvalho, Mariana Giovanelli; A.M.G.G., Fontes, Anne Michelli G.Gonçalves; C.A.D.O., Alberissi, Camila Aparecida De Oliveira; L.V., Araujo, Luciano V.; M.V.D.C., Brandão, Murilo Vinícius Da Costa","Silva, Talita Dias Da (55546962700); Silva, Paula Lumy Da (57221994980); Valenzuela, Elisa De Jesus (57260210000); Dias, Eduardo Dati (57221997809); Simcsik, Amanda Orasmo (57221997529); de Carvalho, Mariana Giovanelli (57222000266); Fontes, Anne Michelli G.Gonçalves (55966265200); Alberissi, Camila Aparecida De Oliveira (57214189644); Araujo, Luciano V. (12788134600); Brandão, Murilo Vinícius Da Costa (57221993787)",55546962700; 57221994980; 57260210000; 57221997809; 57221997529; 57222000266; 55966265200; 57214189644; 12788134600; 57221993787,Serious Game Platform as a Possibility for Home-Based Telerehabilitation for Individuals With Cerebral Palsy During COVID-19 Quarantine – A Cross-Sectional Pilot Study,2021,Frontiers in Psychology,10.3389/fpsyg.2021.622678,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100909834&doi=10.3389%2Ffpsyg.2021.622678&partnerID=40&md5=5e320ffcd19509ce50090e3033e8cb31,"Introduction: There is a need to maintain rehabilitation activities and motivate movement and physical activity during quarantine in individuals with Cerebral Palsy (CP). Objective: This paper sets out to evaluate the feasibility and potential benefits of using computer serious game in a non-immersive virtual reality (VR) implemented and evaluated completely remotely in participants with CP for Home-Based Telerehabilitation during the quarantine period for COVID-19. Methods: Using a cross-sectional design, a total of 44 individuals participated in this study between March and June 2020, 22 of which had CP (14 males and 8 females, mean age = 19 years, ranging between 11 and 28 years) and 22 typically developing individuals, matched by age and sex to the individuals with CP. Participants practiced a coincident timing game1 and we measured movement performance and physical activity intensity using the rating of perceived exertion Borg scale. Results: All participants were able to engage with the VR therapy remotely, reported enjoying sessions, and improved performance in some practice moments. The most important result in this cross-sectional study was the significant increasing in rating of perceived exertion (through Borg scale) in both groups during practice and with CP presenting a higher rating of perceived exertion. Conclusion: Children with CP enjoyed participating, were able to perform at the same level as their peers on certain activities and increased both their performance and physical activity intensity when using the game, supporting the use of serious games for this group for home therapy and interactive games. Clinical Trials Registration: https://Clinicaltrials.gov, NCT04402034. Registered on May 20, 2020. © 2021 Elsevier B.V., All rights reserved.",Cerebral Palsy; Motor Rehabilitation; Physical Functional Performance; Serious Game; Telerehabilitation,
"O., Postolache, Octavian; D.J., Hemanth, D. Jude; R., Alexandre, Ricardo; D.K., Gupta, Deepak Kumar; O., Geman, Oana; A., Khanna, Ashish","Postolache, Octavian (6701457335); Hemanth, D. Jude (35100335700); Alexandre, Ricardo (57205287137); Gupta, Deepak Kumar (56985108600); Geman, Oana (53863372800); Khanna, Ashish (34968180100)",6701457335; 35100335700; 57205287137; 56985108600; 53863372800; 34968180100,Remote Monitoring of Physical Rehabilitation of Stroke Patients Using IoT and Virtual Reality,2021,IEEE Journal on Selected Areas in Communications,10.1109/JSAC.2020.3020600,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090458840&doi=10.1109%2FJSAC.2020.3020600&partnerID=40&md5=b6062f6d147cab55b5b7dfaa2053a5da,"The statistics highlights that physical rehabilitation are required nowadays by increased number of people that are affected by motor impairments caused by accidents or aging. Among the most common causes of disability in adults are strokes or cerebral palsy. To reduce the costs preserving the quality of services new solutions based on current technologies in the area of physiotherapy are emerging. The remote monitoring of physical training sessions could facilitate for physicians and physical therapists' information about training outcome that may be useful to personalize the exercises helping the patients to achieve better rehabilitation results in short period of time process. This research work aims to apply physical rehabilitation monitoring combining Virtual Reality serious games and Wearable Sensor Network to improve the patient engagement during physical rehabilitation and evaluate their evolution. Serious games based on different scenarios of Virtual Reality, allows a patient with motor difficulties to perform exercises in a highly interactive and non-intrusive way, using a set of wearable devices, contributing to their motivational process of rehabilitation. The system implementation, system validation and experimental results are included in the paper. © 2021 Elsevier B.V., All rights reserved.",Internet Of Things; Physical Rehabilitation; Virtual Reality Serious Games; Wearable Smart Sensors; Electronic Medical Equipment; Internet Of Things; Physical Therapy; Remote Control; Sensor Networks; Serious Games; Virtual Reality; Wearable Technology; Motor Impairments; Number Of Peoples; Physical Rehabilitation; Physical Training; Remote Monitoring; System Implementation; System Validation; Wearable Devices; Remote Patient Monitoring,Electronic medical equipment; Internet of things; Physical therapy; Remote control; Sensor networks; Serious games; Virtual reality; Wearable technology; Motor impairments; Number of peoples; Physical rehabilitation; Physical training; Remote monitoring; System implementation; System validation; Wearable devices; Remote patient monitoring
"K., Ashwini, K.; R., Ponuma, R.; R.S., Amutha, R. Siva","Ashwini, K. (57201090437); Ponuma, R. (57191624530); Amutha, R. Siva (55935866500)",57201090437; 57191624530; 55935866500,Fine motor skills and cognitive development using virtual reality-based games in children,2021,,10.1016/B978-0-12-822271-3.00006-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114111688&doi=10.1016%2FB978-0-12-822271-3.00006-2&partnerID=40&md5=1830ee1646eb814c2b40cfcb218cb2f4,"Fine motor skills are an integral part of everyday activities. Children with neurological disorders, such as cerebral palsy and autism spectrum disorder, have problems with fine motor skills, social interaction, and communication. Such children need to repeat a skill to acquire it. Therapy is needed so that children can develop important life skills and be involved in academic activities. However, children need to undergo long sessions of therapy, which will be tedious for them. Physical therapy can therefore be made interactive and motivating by the use of virtual reality-based games. In this chapter, a virtual reality-based serious gaming platform is proposed for fine motor skills and cognitive development of children with special needs. The Unity3D-based virtual reality environment together with a Leap Motion Controller is used to design the rehabilitation games. The Leap Motion Controller with its gesture recognition ability can provide a cohesive platform to improve the life skills of special needs children. The proposed games are developed in such a way that they improve the pincer grasp, intellectual reasoning, and hand-eye coordination of children. More colorful and fun virtual reality games are developed to keep the children engaged for longer. The developed platform is cost effective, remotely accessible, personalized, and physically less painful. The proposed virtual reality game can also be used as an auxiliary tool along with traditional rehabilitation methods. © 2022 Elsevier B.V., All rights reserved.",Cognitive Development; Fine Motor Skills; Leap Motion Controller; Rehabilitation Therapy; Serious Games; Unity3d; Virtual Reality,
"O.O., Kachmar, Oleh O.; A.D., Kushnir, Anna D.; B.Y., Fedchyshyn, Bohdana Yu; J., Cristiano, J.; J., O’Flaherty, John; K., Helland, Kjetil; G., Johnson, Gordon; D.S., Puig, Domenec Savi","Kachmar, Oleh O. (56009559600); Kushnir, Anna D. (57203724420); Fedchyshyn, Bohdana Yu (57224993202); Cristiano, J. (56509415200); O’Flaherty, John (56482936700); Helland, Kjetil (57224993051); Johnson, Gordon (57224997069); Puig, Domenec Savi (8852520100)",56009559600; 57203724420; 57224993202; 56509415200; 56482936700; 57224993051; 57224997069; 8852520100,Personalized balance games for children with cerebral palsy: A pilot study,2021,Journal of Pediatric Rehabilitation Medicine,10.3233/PRM-190666,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108887912&doi=10.3233%2FPRM-190666&partnerID=40&md5=d90a10b6184775b306459c2bc6162a38,"PURPOSE: To assess the changes in balance function in children with cerebral palsy (CP) after two weeks of daily training with personalized balance games. METHODS: Twenty-five children with CP, aged 5 to 18 years were randomly selected for experimental or control groups. Over a period of two weeks, all participants received 8-9 game sessions for 15-20 minutes, totaling 150-160 minutes. The experimental group used personalized balance games available from the GAmification for Better LifE (GABLE) online serious gaming platform. Children from the control group played Nintendo Wii games using a handheld Wii Remote. Both groups received the same background treatment. Recorded outcome measures were from a Trunk Control Measurement Scale (TCMS), Timed Up Go Test (TUG), Center of Pressure Path Length (COP-PL), and Dynamic Balance Test (DBT). RESULTS: After two weeks of training in the experimental group TCMS scores increased by 4.5 points (SD = 3.5, p< 0.05) and DBT results increased by 0.88 points (IQR = 1.03, p< 0.05) while these scores did not change significantly in the control group. Overall, TUG and COP-PL scores were not affected in either group. CONCLUSION: This study demonstrates improvement of balancing function in children with CP after a two-week course of training with personalized rehabilitation computer games. © 2021 Elsevier B.V., All rights reserved.",Game Therapy; Neurological Disorders; Physical Therapy; Rehabilitation; Serious Games; Adolescent; Adult; Article; Cerebral Palsy; Child; Clinical Article; Controlled Study; Female; Game; Human; Male; Motor Dysfunction Assessment; Outcome Assessment; Pediatric Patient; Quasi Experimental Study; Timed Up And Go Test; Video Game; Body Equilibrium; Kinesiotherapy; Pilot Study; Cerebral Palsy; Child; Exercise Therapy; Humans; Pilot Projects; Postural Balance; Video Games,adolescent; adult; Article; cerebral palsy; child; clinical article; controlled study; female; game; human; male; motor dysfunction assessment; outcome assessment; pediatric patient; quasi experimental study; timed up and go test; video game; body equilibrium; kinesiotherapy; pilot study; Cerebral Palsy; Child; Exercise Therapy; Humans; Pilot Projects; Postural Balance; Video Games
